"Habit","Observation_ID","Observation_Label","PlotPlant_ID","AcTaxon","Genus","specific_epithet","subsp","var","Module","Submodule","Field","f1","f2","f3","Shrub","s1","s2","s3","Subcanopy","scf","scs1","scs2","scs3","sct1","sct2","sct3","Tree","tf","ts1","ts2","ts3","t1","t2","t3","t4","diam10cmCount","hourstamp","Transect_Position","BA","Biomass","Fmin","Fmax","Smin","Smax","SCmin","SCmax","Tmin","Tmax","Original_Field","Original_Shrub","Original_Subcanopy","Original_Tree","Dmin","Dmax","Hmin","Hmax","Simple"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NEAll.Solidago.rugosa..","Solidago rugosa","Solidago","rugosa",NA,NA,"NE","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082814.02,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NEAll.Viola.blanda..","Viola blanda","Viola","blanda",NA,NA,"NE","All",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.36,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWA.Mitella.diphylla..","Mitella diphylla","Mitella","diphylla",NA,NA,"NW","A",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.05,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWA.Solidago.gigantea..","Solidago gigantea","Solidago","gigantea",NA,NA,"NW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090117.01,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Cirsium.muticum..","Cirsium muticum","Cirsium","muticum",NA,NA,"NW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.57,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Cryptotaenia.canadensis..","Cryptotaenia canadensis","Cryptotaenia","canadensis",NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083111.31,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.SWA.Trientalis.borealis..","Lysimachia borealis","Trientalis","borealis",NA,NA,"SW","A",0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082612.58,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2018.4","gs20180816.02","GRR.GJS.2018.4.AllAll.Phytolacca.americana..","Phytolacca americana","Phytolacca","americana",NA,NA,"All","All",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.41,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Trientalis.borealis..","Lysimachia borealis","Trientalis","borealis",NA,NA,"NW","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.59,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Viola.blanda..","Viola blanda","Viola","blanda",NA,NA,"NW","All",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.58,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.SWAll.Scutellaria.lateriflora..","Scutellaria lateriflora","Scutellaria","lateriflora",NA,NA,"SW","All",0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082612.58,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NWAll.Myosoton.aquaticum..","Myosoton aquaticum","Myosoton","aquaticum",NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090316.09,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.SWAll.Symphyotrichum.lateriflorum..","Symphyotrichum lateriflorum","Symphyotrichum","lateriflorum",NA,NA,"SW","All",0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082613.02,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NWAll.Potentilla.norvegica..","Potentilla norvegica","Potentilla","norvegica",NA,NA,"NW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090316.08,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.SEA.Viola.striata..","Viola striata","Viola","striata",NA,NA,"SE","A",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090312.04,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SEA.Oxalis.stricta..","Oxalis stricta","Oxalis","stricta",NA,NA,"SE","A",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.02,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Boehmeria.cylindrica..","Boehmeria cylindrica","Boehmeria","cylindrica",NA,NA,"SE","All",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.49,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SEA.Geum.aleppicum..","Geum aleppicum","Geum","aleppicum",NA,NA,"SE","A",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.01,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NEA.Symphyotrichum.puniceum..","Symphyotrichum puniceum","Symphyotrichum","puniceum",NA,NA,"NE","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090214.4,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Doellingeria.umbellata..","Doellingeria umbellata","Doellingeria","umbellata",NA,NA,"SE","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.18,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Maianthemum.canadense..","Maianthemum canadense","Maianthemum","canadense",NA,NA,"All","All",1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070215.04,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0.1,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SEAll.Eutrochium.maculatum..","Eutrochium maculatum","Eutrochium","maculatum",NA,NA,"SE","All",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.04,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NEAll.Circaea.canadensis..","Circaea canadensis","Circaea","canadensis",NA,NA,"NE","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090215.02,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2018.22","gs20180912.04","GRR.GJS.2018.22.AllAll.Geum.canadense..","Geum canadense","Geum","canadense",NA,NA,"All","All",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018100414.51,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Symphyotrichum.lateriflorum..","Symphyotrichum lateriflorum","Symphyotrichum","lateriflorum",NA,NA,"SE","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.5,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SWAll.Lycopus.americanus..","Lycopus americanus","Lycopus","americanus",NA,NA,"SW","All",0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.55,0,NA,0,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWA.Mitella.diphylla..","Mitella diphylla","Mitella","diphylla",NA,NA,"SW","A",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.24,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2012.34","S12062501","GRR.GJS.2012.34.AllAll.Peltandra.virginica..","Peltandra virginica","Peltandra","virginica",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWA.Solidago.patula..","Solidago patula","Solidago","patula",NA,NA,"SW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083110.39,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWA.Symplocarpus.foetidus..","Symplocarpus foetidus","Symplocarpus","foetidus",NA,NA,"SW","A",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090116.5,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2012.34","S12062501","GRR.GJS.2012.34.AllAll.Triadenum.fraseri..","Hypericum fraseri","Triadenum","fraseri",NA,NA,"All","All",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2012.35","S12062502","GRR.GJS.2012.35.AllAll.Eutrochium.maculatum..","Eutrochium maculatum","Eutrochium","maculatum",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NWA.Viola.blanda..","Viola blanda","Viola","blanda",NA,NA,"NW","A",0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.38,0,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Chelone.glabra..","Chelone glabra","Chelone","glabra",NA,NA,"SW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083110.36,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NWAll.Cardamine.pratensis..","Cardamine pratensis","Cardamine","pratensis",NA,NA,"NW","All",0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.17,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.27","DSP ER1","GRR.GJS.2015.27.NEA.Symphyotrichum.firmum..","Symphyotrichum puniceum","Symphyotrichum","firmum",NA,NA,"NE","A",98.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082413,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,60,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Lobelia.siphilitica..","Lobelia siphilitica","Lobelia","siphilitica",NA,NA,"SW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.22,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Platanthera.clavellata..","Platanthera clavellata","Platanthera","clavellata",NA,NA,"SW","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083110.39,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Thalictrum.dasycarpum..","Thalictrum dasycarpum","Thalictrum","dasycarpum",NA,NA,"SW","All",0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083110.36,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NWAll.Thalictrum.dasycarpum..","Thalictrum dasycarpum","Thalictrum","dasycarpum",NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.27,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.27","DSP ER1","GRR.GJS.2015.27.NWAll.Sium.suave..","Sium suave","Sium","suave",NA,NA,"NW","All",0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082414,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NEAll.Chelone.glabra..","Chelone glabra","Chelone","glabra",NA,NA,"NE","All",1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021611.56,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NEAll.Lycopus.americanus..","Lycopus americanus","Lycopus","americanus",NA,NA,"NE","All",1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021611.49,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.SEAll.Cryptotaenia.canadensis..","Cryptotaenia canadensis","Cryptotaenia","canadensis",NA,NA,"SE","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090215.05,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2019.12","s20190820.03","GRR.GJS.2019.12.AllAll.Persicaria.virginiana..","Persicaria virginiana","Persicaria","virginiana",NA,NA,"All","All",19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019101109.58,0,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,0.5,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NWA.Solidago.canadensis..","Solidago canadensis","Solidago","canadensis",NA,NA,"NW","A",1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.24,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2017.19","es20170808.01","GRR.GJS.2017.19.AllAll.Symphyotrichum.firmum..","Symphyotrichum puniceum","Symphyotrichum","firmum",NA,NA,"All","All",5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017082211.26,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2017.19","es20170808.01","GRR.GJS.2017.19.AllAll.Symplocarpus.foetidus..","Symplocarpus foetidus","Symplocarpus","foetidus",NA,NA,"All","All",12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017082211.24,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NWAll.Galium.boreale..","Galium boreale","Galium","boreale",NA,NA,"NW","All",1.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.29,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.NEAll.Cirsium.arvense..","Cirsium arvense","Cirsium","arvense",NA,NA,"NE","All",0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082512,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NWAll.Thalictrum.dasycarpum..","Thalictrum dasycarpum","Thalictrum","dasycarpum",NA,NA,"NW","All",3.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.27,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SEA.Eutrochium.maculatum..","Eutrochium maculatum","Eutrochium","maculatum",NA,NA,"SE","A",1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021612,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2019.13","s20190820.04","GRR.GJS.2019.13.AllAll.Symphyotrichum.firmum..","Symphyotrichum puniceum","Symphyotrichum","firmum",NA,NA,"All","All",7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019101110.37,0,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,2,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SEAll.Caltha.palustris..","Caltha palustris","Caltha","palustris",NA,NA,"SE","All",1.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.11,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.NWAll.Solidago.altissima..","Solidago altissima","Solidago","altissima",NA,NA,"NW","All",1.34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082512,0,NA,0,0.5,1.5,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2012.40","S12062901","GRR.GJS.2012.40.AllAll.Iris.virginica..","Iris virginica","Iris","virginica",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012103108,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWA.Eupatorium.perfoliatum..","Eupatorium perfoliatum","Eupatorium","perfoliatum",NA,NA,"SW","A",6.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.16,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2012.23","S12053101","GRR.GJS.2012.23.AllAll.Eupatorium.perfoliatum..","Eupatorium perfoliatum","Eupatorium","perfoliatum",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012101211,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.SWAll.Eutrochium.maculatum..","Eutrochium maculatum","Eutrochium","maculatum",NA,NA,"SW","All",0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082512,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.SWAll.Lycopus.americanus..","Lycopus americanus","Lycopus","americanus",NA,NA,"SW","All",1.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082512,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWAll.Ranunculus.pensylvanicus..","Ranunculus pensylvanicus","Ranunculus","pensylvanicus",NA,NA,"SW","All",1.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.19,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.NEAll.Boehmeria.cylindrica..","Boehmeria cylindrica","Boehmeria","cylindrica",NA,NA,"NE","All",0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082516,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2018.13","gs20180813.02","GRR.GJS.2018.13.AllAll.Scutellaria.lateriflora..","Scutellaria lateriflora","Scutellaria","lateriflora",NA,NA,"All","All",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082713.27,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NEA.Lythrum.salicaria..","Lythrum salicaria","Lythrum","salicaria",NA,NA,"NE","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
"HF2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.AllAll.Zizia.aurea..","Zizia aurea","Zizia","aurea",NA,NA,"All","All",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090812.29,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forb"
